,OvertimePay
35041,0.0
35042,0.0
35043,0.0
35044,0.0
35045,0.0
35046,0.0
35047,0.0
35048,0.0
35049,0.0
35050,0.0
35051,353.88
35052,0.0
35053,0.0
35054,0.0
35055,0.0
35056,0.0
35057,0.0
35058,0.0
35059,0.0
35060,0.0
35061,0.0
35062,235.91
35063,0.0
35064,0.0
35065,0.0
35066,0.0
35067,0.0
35068,0.0
35069,0.0
35070,0.0
35071,0.0
35072,0.0
35073,0.0
35074,0.0
35075,0.0
35076,0.0
35077,0.0
35078,0.0
35079,0.0
35080,0.0
35081,0.0
35082,0.0
35083,0.0
35084,0.0
35085,0.0
35086,0.0
35087,0.0
35088,0.0
35089,0.0
35090,0.0
35091,317.17
35092,317.17
35093,317.17
35094,317.17
35095,317.17
35096,317.17
35097,0.0
35098,0.0
35099,0.0
35100,0.0
35101,79.91
35102,0.0
35103,0.0
35104,0.0
35105,0.0
35106,0.0
35107,0.0
35108,0.0
35109,0.0
35110,0.0
35111,0.0
35112,0.0
35113,0.0
35114,0.0
35115,0.0
35116,0.0
35117,0.0
35118,0.0
35119,0.0
35120,0.0
35121,0.0
35122,0.0
35123,0.0
35124,0.0
35125,0.0
35126,0.0
35127,0.0
35128,0.0
35129,0.0
35130,0.0
35131,0.0
35132,0.0
35133,0.0
35134,462.09
35135,0.0
35136,0.0
35137,0.0
35138,0.0
35139,0.0
35140,0.0
35141,192.37
35142,0.0
35143,0.0
35144,0.0
35145,0.0
35146,0.0
35147,0.0
35148,0.0
35149,711.07
35150,0.0
35151,0.0
35152,0.0
35153,0.0
35154,0.0
35155,576.67
35156,0.0
35157,0.0
35158,0.0
35159,0.0
35160,0.0
35161,0.0
35162,0.0
35163,0.0
35164,0.0
35165,0.0
35166,0.0
35167,0.0
35168,0.0
35169,0.0
35170,0.0
35171,0.0
35172,0.0
35173,0.0
35174,0.0
35175,0.0
35176,0.0
35177,285.91
35178,99.28
35179,0.0
35180,0.0
35181,0.0
35182,0.0
35183,7.55
35184,0.0
35185,0.0
35186,0.0
35187,0.0
35188,0.0
35189,0.0
35190,0.0
35191,0.0
35192,0.0
35193,0.0
35194,0.0
35195,0.0
35196,0.0
35197,0.0
35198,0.0
35199,145.24
35200,0.0
35201,0.0
35202,0.0
35203,0.0
35204,0.0
35205,0.0
35206,234.14
35207,0.0
35208,0.0
35209,0.0
35210,0.0
35211,0.0
35212,0.0
35213,0.0
35214,0.0
35215,0.0
35216,217.94
35217,0.0
35218,0.0
35219,0.0
35220,0.0
35221,0.0
35222,0.0
35223,0.0
35224,0.0
35225,0.0
35226,0.0
35227,0.0
35228,0.0
35229,0.0
35230,0.0
35231,0.0
35232,0.0
35233,0.0
35234,0.0
35235,0.0
35236,0.0
35237,0.0
35238,0.0
35239,0.0
35240,0.0
35241,0.0
35242,0.0
35243,0.0
35244,0.0
35245,0.0
35246,0.0
35247,0.0
35248,0.0
35249,0.0
35250,0.0
35251,0.0
35252,0.0
35253,0.0
35254,0.0
35255,0.0
35256,0.0
35257,0.0
35258,0.0
35259,36.74
35260,0.0
35261,0.0
35262,195.29
35263,0.0
35264,0.0
35265,0.0
35266,0.0
35267,0.0
35268,0.0
35269,0.0
35270,504.59
35271,0.0
35272,0.0
35273,0.0
35274,0.0
35275,0.0
35276,0.0
35277,0.0
35278,0.0
35279,0.0
35280,0.0
35281,0.0
35282,0.0
35283,0.0
35284,0.0
35285,0.0
35286,0.0
35287,0.0
35288,0.0
35289,0.0
35290,0.0
35291,0.0
35292,0.0
35293,0.0
35294,0.0
35295,0.0
35296,0.0
35297,0.0
35298,0.0
35299,0.0
35300,0.0
35301,0.0
35302,0.0
35303,0.0
35304,0.0
35305,0.0
35306,0.0
35307,0.0
35308,0.0
35309,0.0
35310,210.08
35311,0.0
35312,0.0
35313,786.45
35314,0.0
35315,0.0
35316,0.0
35317,0.0
35318,0.0
35319,0.0
35320,0.0
35321,0.0
35322,0.0
35323,0.0
35324,0.0
35325,0.0
35326,0.0
35327,0.0
35328,0.0
35329,0.0
35330,0.0
35331,0.0
35332,0.0
35333,0.0
35334,0.0
35335,0.0
35336,0.0
35337,0.0
35338,629.1
35339,0.0
35340,0.0
35341,0.0
35342,0.0
35343,0.0
35344,0.0
35345,0.0
35346,0.0
35347,0.0
35348,0.0
35349,0.0
35350,0.0
35351,0.0
35352,0.0
35353,0.0
35354,0.0
35355,0.0
35356,0.0
35357,0.0
35358,0.0
35359,0.0
35360,0.0
35361,0.0
35362,0.0
35363,0.0
35364,0.0
35365,0.0
35366,0.0
35367,117.92
35368,188.79
35369,0.0
35370,0.0
35371,0.0
35372,0.0
35373,0.0
35374,0.0
35375,0.0
35376,0.0
35377,0.0
35378,0.0
35379,166.13
35380,0.0
35381,0.0
35382,471.83
35383,550.46
35384,0.0
35385,0.0
35386,0.0
35387,0.0
35388,0.0
35389,0.0
35390,0.0
35391,0.0
35392,0.0
35393,0.0
35394,0.0
35395,0.0
35396,0.0
35397,484.93
35398,0.0
35399,0.0
35400,0.0
35401,14.39
35402,0.0
35403,0.0
35404,0.0
35405,0.0
35406,0.0
35407,0.0
35408,0.0
35409,0.0
35410,0.0
35411,0.0
35412,0.0
35413,0.0
35414,0.0
35415,0.0
35416,471.82
35417,0.0
35418,0.0
35419,30.27
35420,0.0
35421,0.0
35422,0.0
35423,0.0
35424,0.0
35425,0.0
35426,0.0
35427,0.0
35428,0.0
35429,0.0
35430,0.0
35431,0.0
35432,0.0
35433,105.72
35434,0.0
35435,0.0
35436,0.0
35437,0.0
35438,0.0
35439,0.0
35440,0.0
35441,0.0
35442,0.0
35443,0.0
35444,0.0
35445,0.0
35446,155.68
35447,0.0
35448,0.0
35449,0.0
35450,0.0
35451,0.0
35452,0.0
35453,0.0
35454,0.0
35455,576.68
35456,0.0
35457,0.0
35458,45.31
35459,0.0
35460,0.0
35461,0.0
35462,0.0
35463,0.0
35464,0.0
35465,0.0
35466,0.0
35467,0.0
35468,0.0
35469,0.0
35470,503.75
35471,0.0
35472,0.0
35473,0.0
35474,0.0
35475,0.0
35476,0.0
35477,373.53
35478,0.0
35479,0.0
35480,0.0
35481,0.0
35482,0.0
35483,0.0
35484,0.0
35485,0.0
35486,0.0
35487,0.0
35488,0.0
35489,0.0
35490,0.0
35491,69.74
35492,0.0
35493,0.0
35494,0.0
35495,0.0
35496,0.0
35497,0.0
35498,0.0
35499,0.0
35500,0.0
35501,0.0
35502,0.0
35503,34.72
35504,0.0
35505,0.0
35506,0.0
35507,0.0
35508,0.0
35509,334.21
35510,0.0
35511,0.0
35512,0.0
35513,0.0
35514,0.0
35515,0.0
35516,0.0
35517,0.0
35518,0.0
35519,0.0
35520,0.0
35521,0.0
35522,0.0
35523,0.0
35524,0.0
35525,0.0
35526,0.0
35527,0.0
35528,0.0
35529,0.0
35530,0.0
35531,314.55
35532,0.0
35533,0.0
35534,0.0
35535,0.0
35536,0.0
35537,0.0
35538,0.0
35539,0.0
35540,0.0
35541,250.79
35542,0.0
35543,0.0
35544,0.0
35545,0.0
35546,0.0
35547,0.0
35548,0.0
35549,0.0
35550,0.0
35551,0.0
35552,0.0
35553,0.0
35554,0.0
35555,0.0
35556,0.0
35557,0.0
35558,62.48
35559,0.0
35560,0.0
35561,0.0
35562,0.0
35563,136.27
35564,0.0
35565,0.0
35566,83.07
35567,0.0
35568,0.0
35569,0.0
35570,0.0
35571,0.0
35572,0.0
35573,0.0
35574,0.0
35575,0.0
35576,0.0
35577,0.0
35578,0.0
35579,0.0
35580,0.0
35581,0.0
35582,0.0
35583,0.0
35584,0.0
35585,0.0
35586,0.0
35587,0.0
35588,0.0
35589,0.0
35590,0.0
35591,0.0
35592,0.0
35593,0.0
35594,0.0
35595,0.0
35596,0.0
35597,0.0
35598,0.0
35599,0.0
35600,0.0
35601,0.0
35602,288.34
35603,0.0
35604,0.0
35605,53.58
35606,0.0
35607,0.0
35608,0.0
35609,0.0
35610,0.0
35611,0.0
35612,288.34
35613,0.0
35614,0.0
35615,281.78
35616,0.0
35617,0.0
35618,41.84
35619,0.0
35620,0.0
35621,288.34
35622,281.78
35623,0.0
35624,0.0
35625,0.0
35626,0.0
35627,288.34
35628,0.0
35629,275.23
35630,301.44
35631,0.0
35632,0.0
35633,268.68
35634,0.0
35635,275.23
35636,275.23
35637,0.0
35638,281.78
35639,0.0
35640,288.34
35641,288.34
35642,288.34
35643,288.34
35644,288.34
35645,288.34
35646,288.34
35647,288.34
35648,0.0
35649,0.0
35650,275.23
35651,301.44
35652,0.0
35653,281.78
35654,281.78
35655,281.78
35656,281.78
35657,281.78
35658,288.34
35659,0.0
35660,0.0
35661,268.68
35662,0.0
35663,0.0
35664,0.0
35665,275.23
35666,275.23
35667,275.23
35668,249.02
35669,275.23
35670,0.0
35671,0.0
35672,0.0
35673,0.0
35674,0.0
35675,0.0
35676,0.0
35677,0.0
35678,0.0
35679,262.13
35680,288.34
35681,0.0
35682,281.78
35683,0.0
35684,262.13
35685,262.13
35686,0.0
35687,0.0
35688,0.0
35689,0.0
35690,0.0
35691,268.68
35692,0.0
35693,0.0
35694,0.0
35695,262.13
35696,83.07
35697,0.0
35698,0.0
35699,105.14
35700,235.91
35701,0.0
35702,0.0
35703,0.0
35704,0.0
35705,0.0
35706,0.0
35707,0.0
35708,0.0
35709,0.0
35710,0.0
35711,0.0
35712,0.0
35713,0.0
35714,0.0
35715,0.0
35716,0.0
35717,0.0
35718,0.0
35719,0.0
35720,0.0
35721,0.0
35722,0.0
35723,0.0
35724,0.0
35725,0.0
35726,0.0
35727,0.0
35728,0.0
35729,0.0
35730,0.0
35731,0.0
35732,0.0
35733,334.61
35734,0.0
35735,0.0
35736,0.0
35737,0.0
35738,0.0
35739,0.0
35740,0.0
35741,222.81
35742,0.0
35743,366.98
35744,0.0
35745,0.0
35746,0.0
35747,0.0
35748,0.0
35749,0.0
35750,0.0
35751,0.0
35752,0.0
35753,0.0
35754,0.0
35755,0.0
35756,0.0
35757,0.0
35758,0.0
35759,0.0
35760,0.0
35761,0.0
35762,0.0
35763,0.0
35764,0.0
35765,340.76
35766,340.76
35767,0.0
35768,0.0
35769,0.0
35770,0.0
35771,0.0
35772,0.0
35773,0.0
35774,0.0
35775,0.0
35776,0.0
35777,0.0
35778,0.0
35779,249.02
35780,0.0
35781,0.0
35782,0.0
35783,0.0
35784,0.0
35785,0.0
35786,0.0
35787,120.82
35788,0.0
35789,0.0
35790,0.0
35791,0.0
35792,0.0
35793,0.0
35794,0.0
35795,0.0
35796,0.0
35797,0.0
35798,0.0
35799,0.0
35800,0.0
35801,0.0
35802,0.0
35803,0.0
35804,0.0
35805,0.0
35806,0.0
35807,0.0
35808,83.07
35809,0.0
35810,0.0
35811,217.1
35812,262.13
35813,0.0
35814,0.0
35815,34.06
35816,0.0
35817,0.0
35818,0.0
35819,0.0
35820,0.0
35821,0.0
35822,0.0
35823,0.0
35824,0.0
35825,0.0
35826,0.0
35827,235.91
35828,235.91
35829,235.91
35830,235.91
35831,235.91
35832,235.91
35833,235.91
35834,0.0
35835,0.0
35836,0.0
35837,0.0
35838,0.0
35839,0.0
35840,0.0
35841,37.76
35842,0.0
35843,37.76
35844,37.76
35845,37.76
35846,37.76
35847,0.0
35848,0.0
35849,0.0
35850,0.0
35851,0.0
35852,0.0
35853,30.21
35854,0.0
35855,0.0
35856,0.0
35857,0.0
35858,0.0
35859,0.0
35860,0.0
35861,0.0
35862,0.0
35863,0.0
35864,0.0
35865,0.0
35866,0.0
35867,0.0
35868,0.0
35869,0.0
35870,0.0
35871,0.0
35872,0.0
35873,131.06
35874,0.0
35875,0.0
35876,0.0
35877,0.0
35878,0.0
35879,0.0
35880,0.0
35881,0.0
35882,0.0
35883,0.0
35884,0.0
35885,0.0
35886,0.0
35887,0.0
35888,0.0
35889,0.0
35890,0.0
35891,0.0
35892,0.0
35893,0.0
35894,0.0
35895,0.0
35896,0.0
35897,0.0
35898,0.0
35899,0.0
35900,0.0
35901,0.0
35902,0.0
35903,0.0
35904,0.0
35905,0.0
35906,0.0
35907,0.0
35908,0.0
35909,0.0
35910,0.0
35911,0.0
35912,0.0
35913,0.0
35914,0.0
35915,0.0
35916,0.0
35917,0.0
35918,0.0
35919,0.0
35920,0.0
35921,0.0
35922,0.0
35923,0.0
35924,0.0
35925,0.0
35926,0.0
35927,0.0
35928,0.0
35929,0.0
35930,0.0
35931,0.0
35932,0.0
35933,0.0
35934,0.0
35935,0.0
35936,104.85
35937,0.0
35938,0.0
35939,0.0
35940,0.0
35941,0.0
35942,0.0
35943,0.0
35944,0.0
35945,0.0
35946,0.0
35947,25.67
35948,0.0
35949,0.0
35950,0.0
35951,0.0
35952,0.0
35953,0.0
35954,0.0
35955,0.0
35956,0.0
35957,0.0
35958,0.0
35959,0.0
35960,0.0
35961,0.0
35962,0.0
35963,0.0
35964,0.0
35965,45.31
35966,0.0
35967,0.0
35968,0.0
35969,0.0
35970,0.0
35971,0.0
35972,0.0
35973,0.0
35974,0.0
35975,0.0
35976,18.97
35977,0.0
35978,0.0
35979,0.0
35980,0.0
35981,0.0
35982,0.0
35983,0.0
35984,0.0
35985,0.0
35986,0.0
35987,0.0
35988,0.0
35989,0.0
35990,0.0
35991,0.0
35992,0.0
35993,7.55
35994,0.0
35995,0.0
35996,0.0
35997,0.0
35998,0.0
35999,0.0
36000,0.0
36001,0.0
36002,0.0
36003,0.0
36004,0.0
36005,0.0
36006,0.0
36007,0.0
36008,0.0
36009,0.0
36010,0.0
36011,0.0
36012,0.0
36013,0.0
36014,0.0
36015,0.0
36016,0.0
36017,0.0
36018,0.0
36019,0.0
36020,0.0
36021,0.0
36022,0.0
36023,0.0
36024,0.0
36025,0.0
36026,0.0
36027,0.0
36028,0.0
36029,0.0
36030,0.0
36031,0.0
36032,0.0
36033,0.0
36034,0.0
36035,0.0
36036,0.0
36037,0.0
36038,0.0
36039,0.0
36040,0.0
36041,0.0
36042,0.0
36043,0.0
36044,0.0
36045,0.0
36046,0.0
36047,0.0
36048,0.0
36049,0.0
36050,0.0
36051,0.0
36052,0.0
36053,0.0
36054,0.0
36055,0.0
36056,0.0
36057,0.0
36058,0.0
36059,0.0
36060,0.0
36061,0.0
36062,0.0
36063,0.0
36064,0.0
36065,0.0
36066,0.0
36067,0.0
36068,0.0
36069,0.0
36070,0.0
36071,0.0
36072,0.0
36073,0.0
36074,0.0
36075,0.0
36076,0.0
36077,0.0
36078,0.0
36079,0.0
36080,0.0
36081,0.0
36082,0.0
36083,0.0
36084,0.0
36085,0.0
36086,0.0
36087,0.0
36088,0.0
36089,0.0
36090,0.0
36091,0.0
36092,0.0
36093,0.0
36094,0.0
36095,0.0
36096,0.0
36097,0.0
36098,0.0
36099,0.0
36100,0.0
36101,0.0
36102,0.0
36103,0.0
36104,0.0
36105,0.0
36106,0.0
36107,0.0
36108,0.0
36109,0.0
36110,0.0
36111,0.0
36112,0.0
36113,0.0
36114,0.0
36115,0.0
36116,0.0
36117,0.0
36118,0.0
36119,0.0
36120,0.0
36121,0.0
36122,0.0
36123,0.0
36124,0.0
36125,0.0
36126,0.0
36127,0.0
36128,0.0
36129,0.0
36130,0.0
36131,0.0
36132,0.0
36133,0.0
36134,0.0
36135,0.0
36136,0.0
36137,0.0
36138,0.0
36139,0.0
36140,0.0
36141,0.0
36142,0.0
36143,0.0
36144,0.0
36145,0.0
36146,0.0
36147,0.0
36148,0.0
36149,18.78
36150,0.0
36151,0.0
36152,0.0
36153,0.0
36154,0.0
36155,0.0
36156,0.0
36157,0.0
36158,0.0
36159,220909.48
36160,0.0
36161,146415.32
36162,0.0
36163,192424.49
36164,0.0
36165,0.0
36166,0.0
36167,0.0
36168,85503.16
36169,118215.58
36170,112731.28
36171,124413.13
36172,99623.51
36173,22599.6
36174,0.0
36175,3394.9
36176,24204.66
36177,0.0
36178,377.21
36179,7415.52
36180,125868.06
36181,0.0
36182,8357.25
36183,0.0
36184,115673.73
36185,0.0
36186,113372.94
36187,0.0
36188,0.0
36189,53895.92
36190,0.0
36191,54545.03
36192,0.0
36193,0.0
36194,0.0
36195,0.0
36196,0.0
36197,0.0
36198,114513.29
36199,160418.47
36200,5693.99
36201,74246.62
36202,1386.38
36203,0.0
36204,0.0
36205,0.0
36206,133645.42
36207,29768.35
36208,71643.89
36209,48667.42
36210,0.0
36211,0.0
36212,67875.53
36213,0.0
36214,23514.83
36215,63116.25
36216,0.0
36217,0.0
36218,0.0
36219,3892.42
36220,53465.15
36221,139260.09
36222,58091.97
36223,1658.57
36224,2617.14
36225,11469.37
36226,54339.84
36227,120550.52
36228,45860.99
36229,123729.82
36230,49002.61
36231,114613.5
36232,325.8
36233,0.0
36234,82566.67
36235,0.0
36236,0.0
36237,0.0
36238,130268.39
36239,108989.99
36240,0.0
36241,0.0
36242,110423.84
36243,0.0
36244,0.0
36245,110241.31
36246,0.0
36247,0.0
36248,76624.1
36249,84399.91
36250,41747.56
36251,0.0
36252,0.0
36253,113864.58
36254,102878.98
36255,0.0
36256,0.0
36257,33730.44
36258,2601.47
36259,51949.05
36260,0.0
36261,0.0
36262,0.0
36263,39792.6
36264,77043.41
36265,0.0
36266,0.0
36267,76318.3
36268,0.0
36269,419.34
36270,114847.47
36271,108598.97
36272,118346.08
36273,34670.87
36274,0.0
36275,80789.33
36276,3468.02
36277,0.0
36278,49402.0
36279,0.0
36280,0.0
36281,0.0
36282,15164.29
36283,0.0
36284,112211.85
36285,97474.3
36286,0.0
36287,110253.41
36288,0.0
36289,90736.2
36290,65229.56
36291,4850.69
36292,112415.38
36293,111834.58
36294,94661.81
36295,93296.0
36296,0.0
36297,1309.53
36298,0.0
36299,0.0
36300,90819.83
36301,0.0
36302,109506.2
36303,54390.01
36304,0.0
36305,0.0
36306,90571.12
36307,93158.31
36308,0.0
36309,0.0
36310,0.0
36311,0.0
36312,133355.19
36313,56411.49
36314,27043.59
36315,0.0
36316,108781.84
36317,5481.28
36318,0.0
36319,86249.98
36320,53486.93
36321,88418.36
36322,0.0
36323,0.0
36324,85351.58
36325,0.0
36326,0.0
36327,92637.89
36328,50426.43
36329,0.0
36330,0.0
36331,0.0
36332,56320.58
36333,83318.15
36334,0.0
36335,0.0
36336,1867.2
36337,0.0
36338,100642.03
36339,71748.62
36340,0.0
36341,90560.04
36342,0.0
36343,0.0
36344,64739.17
36345,0.0
36346,34152.34
36347,137462.8
36348,0.0
36349,8524.03
36350,82119.08
36351,19046.43
36352,56291.36
36353,58745.2
36354,80376.57
36355,88819.1
36356,54613.27
36357,100597.63
36358,3226.65
36359,0.0
36360,0.0
36361,0.0
36362,0.0
36363,35195.17
36364,86853.43
36365,129414.28
36366,15999.99
36367,101537.25
36368,100967.38
36369,20277.37
36370,0.0
36371,84165.89
36372,8277.3
36373,99175.19
36374,97173.04
36375,0.0
36376,88182.07
36377,86051.23
36378,4015.29
36379,26019.69
36380,0.0
36381,20239.71
36382,73422.09
36383,0.0
36384,118250.68
36385,52922.31
36386,61857.99
36387,79924.84
36388,0.0
36389,81788.41
36390,95458.63
36391,16407.04
36392,0.0
36393,0.0
36394,71284.0
36395,94582.05
36396,0.0
36397,76530.73
36398,0.0
36399,54421.93
36400,57470.75
36401,0.0
36402,55251.55
36403,0.0
36404,57119.08
36405,2803.85
36406,0.0
36407,0.0
36408,0.0
36409,77626.2
36410,94938.18
36411,0.0
36412,0.0
36413,75650.23
36414,84177.9
36415,0.0
36416,73292.13
36417,0.0
36418,0.0
36419,0.0
36420,0.0
36421,95499.07
36422,83564.33
36423,0.0
36424,2173.38
36425,0.0
36426,0.0
36427,45808.95
36428,0.0
36429,2872.5
36430,0.0
36431,0.0
36432,91905.09
36433,90513.91
36434,0.0
36435,0.0
36436,3049.64
36437,7878.24
36438,0.0
36439,0.0
36440,0.0
36441,0.0
36442,0.0
36443,0.0
36444,39819.1
36445,46233.19
36446,0.0
36447,7450.56
36448,0.0
36449,0.0
36450,0.0
36451,63761.59
36452,0.0
36453,33910.73
36454,50270.21
36455,0.0
36456,1149.0
36457,0.0
36458,0.0
36459,0.0
36460,60754.25
36461,0.0
36462,10319.57
36463,75954.15
36464,64905.0
36465,0.0
36466,2937.31
36467,9191.58
36468,7156.03
36469,51618.77
36470,10607.7
36471,0.0
36472,0.0
36473,68286.7
36474,71726.35
36475,0.0
36476,11535.8
36477,23950.22
36478,18181.32
36479,0.0
36480,56920.74
36481,3703.98
36482,57472.87
36483,0.0
36484,0.0
36485,0.0
36486,0.0
36487,49544.14
36488,0.0
36489,0.0
36490,43249.38
36491,78045.38
36492,49033.55
36493,0.0
36494,0.0
36495,5575.64
36496,71906.72
36497,453.8
36498,0.0
36499,0.0
36500,64913.69
36501,0.0
36502,0.0
36503,86381.68
36504,89676.35
36505,88419.45
36506,0.0
36507,87049.3
36508,82328.48
36509,65924.39
36510,0.0
36511,0.0
36512,0.0
36513,0.0
36514,0.0
36515,2539.3
36516,0.0
36517,3145.0
36518,0.0
36519,0.0
36520,44125.5
36521,0.0
36522,0.0
36523,3015.76
36524,0.0
36525,0.0
36526,0.0
36527,949.5
36528,0.0
36529,19415.08
36530,64030.28
36531,0.0
36532,848.48
36533,28825.75
36534,0.0
36535,0.0
36536,0.0
36537,19706.73
36538,79905.21
36539,83918.68
36540,5734.45
36541,0.0
36542,0.0
36543,37764.32
36544,29466.12
36545,49588.57
36546,44233.26
36547,84499.96
36548,0.0
36549,86492.64
36550,74342.21
36551,0.0
36552,0.0
36553,0.0
36554,55968.43
36555,45540.61
36556,77565.0
36557,62748.33
36558,64474.29
36559,61180.7
36560,25600.64
36561,3155.69
36562,0.0
36563,0.0
36564,59361.68
36565,0.0
36566,88575.21
36567,58917.87
36568,0.0
36569,63594.31
36570,0.0
36571,0.0
36572,80423.7
36573,0.0
36574,0.0
36575,69980.98
36576,93639.89
36577,0.0
36578,0.0
36579,23506.41
36580,0.0
36581,35237.37
36582,0.0
36583,64247.33
36584,38672.9
36585,0.0
36586,0.0
36587,61614.85
36588,0.0
36589,0.0
36590,0.0
36591,61686.38
36592,60167.63
36593,65409.12
36594,0.0
36595,0.0
36596,0.0
36597,0.0
36598,0.0
36599,0.0
36600,41208.28
36601,9025.59
36602,63408.21
36603,0.0
36604,0.0
36605,0.0
36606,81416.24
36607,23937.95
36608,0.0
36609,55837.24
36610,11915.36
36611,0.0
36612,94436.17
36613,4221.75
36614,0.0
36615,77715.13
36616,66619.51
36617,58744.71
36618,39690.35
36619,0.0
36620,60306.93
36621,1993.0
36622,62540.98
36623,0.0
36624,0.0
36625,81038.55
36626,0.0
36627,0.0
36628,68365.53
36629,77422.97
36630,71035.16
36631,55041.92
36632,78635.6
36633,0.0
36634,38284.54
36635,0.0
36636,0.0
36637,0.0
36638,58747.89
36639,69273.27
36640,58227.28
36641,0.0
36642,0.0
36643,0.0
36644,63034.63
36645,35771.29
36646,0.0
36647,0.0
36648,54519.23
36649,30683.5
36650,0.0
36651,81580.79
36652,0.0
36653,0.0
36654,76356.91
36655,1426.19
36656,105674.81
36657,81794.45
36658,60326.91
36659,82054.1
36660,0.0
36661,62446.65
36662,61637.72
36663,0.0
36664,0.0
36665,0.0
36666,58746.5
36667,37393.05
36668,0.0
36669,40330.59
36670,78764.07
36671,87019.65
36672,0.0
36673,43328.82
36674,0.0
36675,15193.67
36676,56282.48
36677,0.0
36678,0.0
36679,0.0
36680,2113.2
36681,0.0
36682,55392.47
36683,0.0
36684,8799.66
36685,73449.7
36686,32471.83
36687,0.0
36688,2248.97
36689,2399.03
36690,0.0
36691,29459.27
36692,0.0
36693,44355.4
36694,0.0
36695,38909.04
36696,32119.22
36697,10085.57
36698,30622.46
36699,48066.35
36700,28580.84
36701,74485.71
36702,77112.33
36703,75902.64
36704,2062.63
36705,0.0
36706,40.65
36707,0.0
36708,44366.83
36709,79531.34
36710,0.0
36711,76873.8
36712,0.0
36713,994.29
36714,74183.47
36715,0.0
36716,0.0
36717,37206.68
36718,0.0
36719,0.0
36720,0.0
36721,0.0
36722,0.0
36723,978.0
36724,0.0
36725,3296.41
36726,0.0
36727,0.0
36728,0.0
36729,38894.05
36730,0.0
36731,40889.27
36732,0.0
36733,0.0
36734,0.0
36735,0.0
36736,45074.19
36737,0.0
36738,74926.82
36739,0.0
36740,0.0
36741,0.0
36742,0.0
36743,75095.51
36744,0.0
36745,0.0
36746,0.0
36747,0.0
36748,103342.39
36749,55499.19
36750,52972.81
36751,106319.68
36752,74745.86
36753,52527.05
36754,0.0
36755,74353.63
36756,0.0
36757,0.0
36758,0.0
36759,0.0
36760,27608.96
36761,53056.24
36762,52932.68
36763,0.0
36764,56641.46
36765,51574.81
36766,36445.42
36767,72695.58
36768,55849.48
36769,0.0
36770,0.0
36771,0.0
36772,0.0
36773,0.0
36774,0.0
36775,0.0
36776,0.0
36777,50918.11
36778,0.0
36779,12161.53
36780,16775.56
36781,70950.68
36782,50234.38
36783,65531.3
36784,0.0
36785,2651.28
36786,53803.7
36787,0.0
36788,61309.26
36789,84217.07
36790,0.0
36791,19610.61
36792,0.0
36793,40174.32
36794,0.0
36795,0.0
36796,9919.22
36797,39704.26
36798,0.0
36799,0.0
36800,5200.66
36801,16057.82
36802,69946.88
36803,0.0
36804,6379.26
36805,65707.11
36806,53566.2
36807,23106.09
36808,0.0
36809,0.0
36810,0.0
36811,34711.67
36812,0.0
36813,51514.24
36814,0.0
36815,0.0
36816,0.0
36817,0.0
36818,0.0
36819,0.0
36820,0.0
36821,0.0
36822,72493.42
36823,22033.03
36824,56566.12
36825,0.0
36826,50864.01
36827,0.0
36828,0.0
36829,0.0
36830,0.0
36831,0.0
36832,0.0
36833,71698.74
36834,0.0
36835,66472.6
36836,27929.83
36837,0.0
36838,20741.21
36839,0.0
36840,0.0
36841,22588.01
36842,0.0
36843,34416.69
36844,0.0
36845,28699.26
36846,60571.35
36847,54852.23
36848,0.0
36849,0.0
36850,0.0
36851,37823.54
36852,38141.41
36853,92166.52
36854,52967.59
36855,6837.23
36856,0.0
36857,0.0
36858,151.26
36859,46463.16
36860,1213.82
36861,43821.17
36862,52874.9
36863,57328.15
36864,44449.73
36865,33169.25
36866,0.0
36867,27283.49
36868,99914.35
36869,25167.68
36870,36054.55
36871,67888.58
36872,0.0
36873,0.0
36874,40498.32
36875,0.0
36876,0.0
36877,54711.98
36878,23185.64
36879,0.0
36880,75785.88
36881,0.0
36882,52795.99
36883,57387.38
36884,0.0
36885,0.0
36886,0.0
36887,0.0
36888,0.0
36889,34621.68
36890,80886.02
36891,0.0
36892,0.0
36893,0.0
36894,0.0
36895,0.0
36896,1632.5
36897,0.0
36898,0.0
36899,0.0
36900,0.0
36901,0.0
36902,0.0
36903,0.0
36904,0.0
36905,44756.06
36906,0.0
36907,0.0
36908,391.9
36909,49835.64
36910,0.0
36911,34783.26
36912,0.0
36913,66347.23
36914,0.0
36915,60810.89
36916,5730.24
36917,0.0
36918,0.0
36919,0.0
36920,26327.84
36921,47614.01
36922,0.0
36923,64914.13
36924,57416.35
36925,63685.53
36926,97083.1
36927,19092.35
36928,65110.24
36929,75736.58
36930,0.0
36931,0.0
36932,50737.79
36933,0.0
36934,0.0
36935,23143.81
36936,59674.84
36937,0.0
36938,67679.84
36939,15857.3
36940,35081.95
36941,64006.79
36942,3445.59
36943,44942.74
36944,0.0
36945,25219.99
36946,0.0
36947,44075.82
36948,82545.61
36949,23221.22
36950,36571.69
36951,0.0
36952,5272.89
36953,48602.24
36954,67848.4
36955,0.0
36956,30943.53
36957,0.0
36958,20121.67
36959,0.0
36960,65175.64
36961,0.0
36962,23979.13
36963,0.0
36964,0.0
36965,0.0
36966,0.0
36967,64674.87
36968,75105.4
36969,0.0
36970,0.0
36971,0.0
36972,63933.92
36973,0.0
36974,0.0
36975,45140.86
36976,62274.9
36977,46117.16
