,OtherPay
45078,1327.36
45079,0.0
45080,8954.95
45081,0.0
45082,5851.43
45083,0.0
45084,0.0
45085,0.0
45086,9450.05
45087,4245.03
45088,0.0
45089,6710.47
45090,4535.88
45091,60.0
45092,1988.93
45093,14362.1
45094,0.0
45095,1091.59
45096,9082.73
45097,13838.45
45098,0.0
45099,13956.67
45100,19091.61
45101,0.0
45102,0.0
45103,0.0
45104,2104.63
45105,624.0
45106,0.0
45107,2623.69
45108,0.0
45109,0.0
45110,0.0
45111,9816.69
45112,0.0
45113,0.0
45114,0.0
45115,0.0
45116,5686.41
45117,0.0
45118,0.0
45119,0.0
45120,7337.28
45121,8394.44
45122,3772.99
45123,10.0
45124,0.0
45125,11138.62
45126,2289.59
45127,0.0
45128,48534.01
45129,4397.61
45130,14893.82
45131,10754.4
45132,2747.7
45133,12751.11
45134,7283.32
45135,0.0
45136,0.0
45137,0.0
45138,0.0
45139,0.0
45140,0.0
45141,312.5
45142,0.0
45143,325.22
45144,1711.94
45145,6756.74
45146,0.0
45147,1300.0
45148,312.5
45149,100.0
45150,7790.06
45151,8178.52
45152,9053.18
45153,0.0
45154,0.0
45155,480.0
45156,0.0
45157,9860.67
45158,3085.38
45159,13162.7
45160,0.0
45161,11558.96
45162,3486.0
45163,9288.56
45164,0.0
45165,7337.89
45166,2031.12
45167,2331.48
45168,6894.09
45169,0.0
45170,171.0
45171,0.0
45172,2597.67
45173,0.0
45174,1901.32
45175,8464.39
45176,0.0
45177,3486.0
45178,827.96
45179,976.85
45180,3664.05
45181,2207.9
45182,227.06
45183,2613.0
45184,14604.33
45185,6318.34
45186,9379.38
45187,100.0
45188,0.0
45189,725.12
45190,0.0
45191,312.5
45192,623.51
45193,221.75
45194,0.0
45195,0.0
45196,4706.34
45197,2414.76
45198,0.0
45199,10059.29
45200,0.0
45201,0.0
45202,7972.87
45203,1485.0
45204,222.53
45205,0.0
45206,0.0
45207,5121.64
45208,5106.92
45209,3712.04
45210,9533.54
45211,19219.12
45212,4198.19
45213,13814.23
45214,1567.84
45215,0.0
45216,3995.67
45217,4730.73
45218,7979.53
45219,15575.31
45220,6356.45
45221,0.0
45222,0.0
45223,227.06
45224,12702.16
45225,6011.23
45226,200.0
45227,9621.19
45228,5808.82
45229,4591.4
45230,1795.15
45231,8207.62
45232,440.0
45233,11338.58
45234,4223.06
45235,7038.81
45236,227.06
45237,9432.2
45238,8909.89
45239,14738.23
45240,7654.87
45241,11001.25
45242,4382.94
45243,2505.96
45244,8216.76
45245,2021.93
45246,198.95
45247,1290.0
45248,5899.12
45249,13865.19
45250,3013.4
45251,440.0
45252,34441.28
45253,7901.29
45254,8477.91
45255,8201.73
45256,336.0
45257,11691.38
45258,9269.78
45259,227.06
45260,7782.18
45261,2829.58
45262,13540.92
45263,9095.79
45264,227.06
45265,3044.38
45266,4463.28
45267,668.03
45268,5882.22
45269,5793.32
45270,227.06
45271,14163.25
45272,0.0
45273,5142.22
45274,0.0
45275,632.36
45276,1812.45
45277,0.0
45278,227.06
45279,9834.29
45280,0.0
45281,5707.7
45282,161.5
45283,227.06
45284,11589.33
45285,227.06
45286,100.93
45287,10120.72
45288,10924.0
45289,2380.6
45290,227.06
45291,0.0
45292,227.06
45293,2343.59
45294,0.0
45295,227.06
45296,3109.62
45297,8167.18
45298,0.0
45299,8619.48
45300,0.0
45301,227.06
45302,9742.2
45303,18064.89
45304,0.0
45305,12623.37
45306,16824.23
45307,4608.28
45308,8502.21
45309,11010.8
45310,8137.12
45311,12965.54
45312,13522.92
45313,7063.32
45314,0.0
45315,8079.61
45316,8751.37
45317,6354.66
45318,100.0
45319,6331.28
45320,5832.25
45321,25.63
45322,227.06
45323,14853.37
45324,162.37
45325,9051.16
45326,12064.02
45327,1796.01
45328,227.06
45329,864.49
45330,9475.39
45331,154.25
45332,8493.08
45333,1745.0
45334,100.0
45335,624.0
45336,0.0
45337,430.0
45338,0.0
45339,10156.51
45340,6885.32
45341,0.0
45342,0.0
45343,124.05
45344,5153.09
45345,6631.59
45346,8527.97
45347,100.0
45348,0.0
45349,227.64
45350,13072.32
45351,11002.11
45352,9505.67
45353,3596.0
45354,8842.2
45355,6713.87
45356,0.0
45357,9379.7
45358,100.0
45359,12750.33
45360,312.5
45361,100.0
45362,9065.02
45363,312.5
45364,312.5
45365,7185.87
45366,0.0
45367,43.92
45368,10998.18
45369,1500.0
45370,190.0
45371,0.0
45372,15379.31
45373,7478.63
45374,227.06
45375,1957.92
45376,100.0
45377,8724.67
45378,1781.92
45379,0.0
45380,4972.83
45381,0.0
45382,6331.71
45383,550.0
45384,6532.51
45385,8780.15
45386,682.0
45387,5185.02
45388,11436.12
45389,0.0
45390,312.5
45391,3751.64
45392,11156.54
45393,0.0
45394,2290.16
45395,4588.59
45396,1420.0
45397,5579.87
45398,3487.66
45399,13482.22
45400,4910.81
45401,312.5
45402,312.5
45403,6369.0
45404,2430.16
45405,480.0
45406,7383.71
45407,0.0
45408,4558.9
45409,0.0
45410,624.0
45411,100.0
45412,8305.01
45413,9723.42
45414,6347.65
45415,0.0
45416,4002.48
45417,7575.29
45418,0.0
45419,0.0
45420,3200.18
45421,312.5
45422,8111.54
45423,0.0
45424,0.0
45425,14302.37
45426,0.0
45427,227.06
45428,6591.58
45429,0.0
45430,6644.98
45431,8192.8
45432,304.23
45433,416.0
45434,14557.0
45435,14277.73
45436,2468.11
45437,5364.45
45438,948.0
45439,1587.14
45440,18.89
45441,6775.55
45442,8626.14
45443,1150.0
45444,9011.34
45445,8875.28
45446,3889.31
45447,250.0
45448,976.84
45449,0.0
45450,624.0
45451,312.5
45452,13116.67
45453,18813.95
45454,8325.93
45455,5463.29
45456,3258.93
45457,1440.0
45458,6825.66
45459,8081.12
45460,10208.04
45461,4065.4
45462,100.0
45463,2368.81
45464,312.5
45465,40.0
45466,11033.85
45467,4282.47
45468,312.5
45469,0.0
45470,0.0
45471,4974.54
45472,0.0
45473,312.5
45474,0.0
45475,2990.0
45476,5913.66
45477,5175.5
45478,0.0
45479,4105.23
45480,3006.74
45481,0.0
45482,100.0
45483,312.5
45484,0.0
45485,3594.64
45486,17672.41
45487,14086.74
45488,312.5
45489,1424.26
45490,2068.5
45491,2761.5
45492,3154.78
45493,0.0
45494,2645.88
45495,2728.35
45496,31.73
45497,0.0
45498,4596.81
45499,9202.48
45500,550.0
45501,1980.0
45502,15986.79
45503,0.0
45504,12550.94
45505,250.0
45506,7700.89
45507,6358.92
45508,5913.73
45509,2598.3
45510,5971.55
45511,840.67
45512,10945.33
45513,11255.89
45514,0.0
45515,2737.71
45516,8133.32
45517,6197.87
45518,312.5
45519,6557.97
45520,0.0
45521,312.5
45522,12775.99
45523,7581.28
45524,7758.29
45525,1000.0
45526,13663.06
45527,8967.44
45528,2394.98
45529,258.62
45530,4703.13
45531,3785.4
45532,733.1
45533,6374.86
45534,301.69
45535,8363.42
45536,832.36
45537,8765.32
45538,681.1
45539,15706.28
45540,11184.45
45541,4449.71
45542,14281.01
45543,16862.13
45544,5032.23
45545,2090.0
45546,0.0
45547,980.9
45548,5913.74
45549,227.06
45550,3181.73
45551,4346.85
45552,0.0
45553,10945.33
45554,11073.52
45555,3452.0
45556,103.49
45557,7830.85
45558,227.06
45559,18002.35
45560,0.0
45561,15309.64
45562,2217.42
45563,69.18
45564,0.0
45565,6277.6
45566,312.5
45567,10915.37
45568,124.22
45569,1898.79
45570,8174.17
45571,55299.83
45572,7346.06
45573,9770.81
45574,7237.47
45575,4065.26
45576,10166.17
45577,2737.57
45578,4285.74
45579,5536.17
45580,516.0
45581,9577.92
45582,9310.91
45583,2633.25
45584,1193.0
45585,15451.2
45586,12980.01
45587,920.0
45588,3711.86
45589,9037.05
45590,14765.32
45591,7863.77
45592,624.0
45593,3486.0
45594,14400.86
45595,4654.7
45596,13556.6
45597,7839.99
45598,5650.02
45599,5989.16
45600,8505.28
45601,0.0
45602,7132.44
45603,0.0
45604,0.0
45605,0.0
45606,6805.94
45607,118.0
45608,795.33
45609,4055.27
45610,0.0
45611,0.0
45612,2033.0
45613,9703.44
45614,2150.0
45615,3509.33
45616,4680.7
45617,0.0
45618,624.0
45619,8676.58
45620,8445.57
45621,9849.04
45622,0.0
45623,5553.26
45624,0.0
45625,4229.87
45626,0.0
45627,6994.17
45628,10542.2
45629,68357.3
45630,4472.0
45631,0.0
45632,9521.88
45633,1870.0
45634,10572.15
45635,0.0
45636,8690.71
45637,157.02
45638,6003.76
45639,5913.72
45640,3486.0
45641,8126.44
45642,550.0
45643,1419.3
45644,217.2
45645,9915.15
45646,0.0
45647,1364.38
45648,624.0
45649,312.5
45650,1810.0
45651,1962.66
45652,7649.94
45653,0.0
45654,2532.01
45655,9188.33
45656,4707.17
45657,1624.0
45658,9008.61
45659,6270.99
45660,0.0
45661,4443.97
45662,0.0
45663,12153.47
45664,0.0
45665,3909.3
45666,11612.21
45667,3495.3
45668,87388.14
45669,2707.66
45670,312.5
45671,312.5
45672,312.5
45673,0.0
45674,312.5
45675,0.0
45676,1281.37
45677,0.0
45678,8024.0
45679,3339.4
45680,2690.66
45681,6610.85
45682,9872.2
45683,5913.68
45684,0.0
45685,2881.21
45686,1603.78
45687,1249.03
45688,8091.51
45689,7200.4
45690,0.0
45691,0.0
45692,8890.63
45693,10367.96
45694,5913.75
45695,14530.15
45696,550.0
45697,10375.01
45698,1941.0
45699,15005.63
45700,13111.72
45701,8061.14
45702,3391.46
45703,63303.51
45704,18903.0
45705,10470.07
45706,5575.49
45707,5107.63
45708,130.0
45709,0.0
45710,5182.63
45711,0.0
45712,4137.21
45713,0.0
45714,0.0
45715,0.0
45716,12031.95
45717,301.74
45718,645.15
45719,0.0
45720,8281.02
45721,0.0
45722,3486.0
45723,0.0
45724,5168.55
45725,9954.84
45726,2647.83
45727,10715.63
45728,4012.0
45729,175.0
45730,0.0
45731,1010.0
45732,1789.43
45733,6408.75
45734,12273.48
45735,7107.56
45736,2017.06
45737,12914.9
45738,4633.24
45739,3595.5
45740,8955.78
45741,9122.2
45742,624.0
45743,2166.09
45744,0.0
45745,8057.31
45746,3574.62
45747,3299.86
45748,9533.06
45749,0.0
45750,3345.03
45751,14019.3
45752,12863.81
45753,0.0
45754,6341.89
45755,13114.02
45756,0.0
45757,624.0
45758,4.0
45759,1790.88
45760,1852.57
45761,20603.06
45762,970.1
45763,8200.44
45764,5440.44
45765,5533.5
45766,1961.3
45767,1171.97
45768,8084.76
45769,9831.42
45770,2741.16
45771,4833.64
45772,9018.98
45773,358.6
45774,7912.75
45775,21430.11
45776,0.0
45777,0.0
45778,0.0
45779,11858.3
45780,5678.01
45781,6900.16
45782,1910.0
45783,0.0
45784,8407.91
45785,8575.56
45786,2637.0
45787,10913.49
45788,6464.27
45789,0.0
45790,0.0
45791,2484.0
45792,600.0
45793,4865.95
45794,13520.0
45795,933.97
45796,2060.0
45797,11250.48
45798,3486.0
45799,3506.87
45800,1830.92
45801,7830.68
45802,7203.43
45803,600.0
45804,11156.15
45805,3357.44
45806,7436.14
45807,4553.71
45808,4349.87
45809,6438.95
45810,2010.0
45811,0.0
45812,12743.46
45813,726.16
45814,5747.84
45815,2957.96
45816,0.0
45817,1520.44
45818,11572.37
45819,15621.73
45820,3021.58
45821,9013.94
45822,9859.67
45823,13877.89
45824,227.06
45825,129.27
45826,8041.23
45827,7012.78
45828,12947.91
45829,0.0
45830,25734.26
45831,21.28
45832,0.0
45833,4594.91
45834,7111.13
45835,9652.88
45836,3752.45
45837,1032.31
45838,6454.04
45839,0.0
45840,11957.34
45841,8136.38
45842,6816.19
45843,7624.0
45844,7059.26
45845,0.0
45846,10502.61
45847,7015.53
45848,5959.43
45849,4141.9
45850,0.0
45851,0.0
45852,4816.87
45853,7954.16
45854,10423.02
45855,13373.77
45856,4519.64
45857,650.0
45858,5093.57
45859,12157.24
45860,1500.0
45861,1872.19
45862,0.0
45863,2140.5
45864,624.0
45865,1360.0
45866,4092.42
45867,6648.08
45868,3696.1
45869,0.0
45870,7942.77
45871,5706.72
45872,8742.59
45873,624.0
45874,0.0
45875,9162.73
45876,0.0
45877,987.33
45878,624.0
45879,1715.0
45880,1832.81
45881,16610.29
45882,15280.46
45883,0.0
45884,0.0
45885,8976.48
45886,7966.88
45887,13634.38
45888,3677.37
45889,1279.45
45890,2685.06
45891,1395.67
45892,18257.67
45893,8452.2
45894,4636.69
45895,8144.44
45896,5151.89
45897,3486.0
45898,9843.03
45899,7972.46
45900,3306.09
45901,312.5
45902,9480.17
45903,8986.15
45904,0.0
45905,10656.82
45906,7852.41
45907,8048.1
45908,7863.99
45909,5293.8
45910,5319.06
45911,312.5
45912,6636.2
45913,8307.29
45914,1720.0
45915,13935.5
45916,0.0
45917,10467.57
45918,4149.66
45919,312.5
45920,4835.13
45921,7983.81
45922,0.0
45923,0.0
45924,114.0
45925,10238.68
45926,14090.54
45927,4496.75
45928,6906.48
45929,3259.15
45930,12085.46
45931,0.0
45932,3694.85
45933,502.3
45934,3754.0
45935,6140.22
45936,0.0
45937,0.0
45938,0.0
45939,1552.58
45940,1831.66
45941,4648.74
45942,2866.91
45943,432.8
45944,11290.9
45945,4824.33
45946,13504.78
45947,10486.23
45948,2745.17
45949,3190.51
45950,227.06
45951,0.0
45952,9375.97
45953,5859.03
45954,4784.19
45955,6991.76
45956,8581.12
45957,3710.56
45958,0.0
45959,8095.15
45960,44.0
45961,1060.54
45962,859.41
45963,29067.39
45964,1690.0
45965,7781.86
45966,16777.38
45967,105.58
45968,0.0
45969,15689.27
45970,312.5
45971,0.0
45972,6909.89
45973,27146.68
45974,4828.41
45975,14217.74
45976,0.0
45977,4550.06
45978,3486.0
45979,5473.27
45980,3129.54
45981,6817.51
45982,8330.22
45983,819.79
45984,8358.38
45985,740.43
45986,535.8
45987,1684.95
45988,3618.67
45989,624.06
45990,0.0
45991,2200.0
45992,1592.1
45993,11362.94
45994,4041.0
45995,1062.05
45996,17122.21
45997,8122.84
45998,0.0
45999,10848.17
46000,4149.37
46001,14429.55
46002,4010.68
46003,1781.35
46004,0.0
46005,522.0
46006,1515.99
46007,10062.15
46008,5590.79
46009,8472.2
46010,0.0
46011,0.0
46012,6572.95
46013,6414.02
46014,3336.03
46015,3510.42
46016,9729.78
46017,11379.05
46018,12055.83
46019,0.0
46020,0.0
46021,0.0
46022,0.0
46023,0.0
46024,0.0
46025,28260.0
46026,1685.0
46027,7516.12
46028,6575.98
46029,0.0
46030,5952.78
46031,0.0
46032,2303.99
46033,4153.43
46034,269.31
46035,187.62
46036,16822.71
46037,841.6
46038,4146.25
46039,9024.25
46040,6979.86
46041,8002.31
46042,2839.72
46043,1194.65
46044,24.07
46045,7924.4
46046,312.5
46047,2755.22
46048,0.0
46049,3019.94
46050,3356.08
46051,0.0
46052,1080.0
46053,0.0
46054,0.0
46055,3733.07
46056,815.9
46057,7972.97
46058,0.0
46059,11860.44
46060,373.43
46061,6326.33
46062,4267.05
46063,2784.32
46064,0.0
46065,11436.12
46066,9488.38
46067,0.0
46068,6593.83
46069,7257.54
46070,7211.49
46071,0.0
46072,8674.41
46073,5475.93
46074,1827.77
46075,0.0
46076,12204.03
46077,7946.67
46078,1685.36
46079,29034.8
46080,2304.23
46081,20164.5
46082,0.0
46083,4773.51
46084,312.5
46085,12448.42
46086,550.0
46087,4896.07
46088,0.0
46089,819.16
46090,89533.49
46091,8282.94
46092,0.0
46093,6063.52
46094,16680.81
46095,0.0
46096,9371.26
46097,1030.42
46098,3941.44
46099,1249.52
46100,3743.49
46101,0.0
46102,1729.81
46103,30296.59
46104,2091.25
46105,1738.31
46106,1441.52
46107,3502.73
46108,6546.89
46109,10924.93
46110,4644.21
46111,0.0
46112,12180.96
46113,4217.7
46114,2045.86
46115,15990.71
46116,8191.59
46117,6366.06
46118,2008.48
46119,0.0
46120,3232.1
46121,34.0
46122,1900.0
46123,0.0
46124,6856.94
46125,0.0
46126,0.0
46127,312.5
46128,5026.59
46129,0.0
46130,9211.07
46131,9162.55
46132,8282.54
46133,4366.14
46134,0.0
46135,100.0
46136,14590.77
46137,593.66
46138,10361.39
46139,1585.0
46140,2600.0
46141,665.39
46142,3968.92
46143,0.0
46144,1221.09
46145,10883.8
46146,13168.56
46147,8317.65
46148,0.0
46149,1787.0
46150,0.0
46151,4951.05
46152,3274.94
46153,1934.15
46154,8504.21
46155,0.0
46156,0.0
46157,550.0
46158,903.76
46159,0.0
46160,13287.46
46161,2212.8
46162,1433.38
46163,5894.41
46164,8191.83
46165,13253.91
46166,12296.15
46167,2699.93
46168,0.0
46169,0.0
46170,2926.44
46171,0.0
46172,0.0
46173,44.42
46174,8369.09
46175,5270.61
46176,10428.16
46177,9646.07
46178,7946.11
46179,3741.98
46180,13521.99
46181,0.0
46182,3051.38
46183,312.5
46184,0.0
46185,466.29
46186,312.5
46187,9646.73
46188,8609.15
46189,0.0
46190,8007.98
46191,12532.55
46192,312.5
46193,2460.04
46194,0.0
46195,8911.01
46196,970.0
46197,171.0
46198,910.0
46199,4247.7
46200,2636.44
46201,0.0
46202,0.0
46203,1324.19
46204,4355.98
46205,0.0
46206,18285.22
46207,0.0
46208,4879.68
46209,7045.52
46210,0.0
46211,0.0
46212,0.0
46213,4089.74
46214,1760.0
46215,3649.17
46216,2010.0
46217,1500.0
46218,14394.22
46219,0.0
46220,0.0
46221,0.0
46222,14906.37
46223,0.0
46224,0.0
46225,13505.46
46226,1672.02
46227,7876.12
46228,0.0
46229,0.0
46230,0.0
46231,6926.44
46232,620.0
46233,3394.53
46234,0.0
46235,17993.48
46236,0.0
46237,0.0
46238,0.0
46239,250.0
46240,6745.1
46241,20647.53
46242,10551.01
46243,0.0
46244,0.0
46245,9991.7
46246,17564.59
46247,841.0
46248,3842.95
46249,0.0
46250,0.0
46251,3924.86
46252,0.0
46253,1480.0
46254,0.0
46255,14284.58
46256,3557.07
46257,0.0
46258,8165.0
46259,0.0
46260,1579.82
46261,8129.14
46262,0.0
46263,0.0
46264,0.0
46265,0.0
46266,0.0
46267,0.0
46268,0.0
46269,0.0
46270,231.79
46271,0.0
46272,0.0
46273,0.0
46274,2724.83
46275,0.0
46276,8246.98
46277,13363.68
46278,30.0
46279,4486.56
46280,0.0
46281,0.0
46282,0.0
46283,7394.88
46284,3966.1
46285,0.0
46286,11397.53
46287,0.0
46288,9338.95
46289,0.0
46290,0.0
46291,0.0
46292,8134.55
46293,0.0
46294,0.0
46295,7621.9
46296,7645.91
46297,0.0
46298,3910.98
46299,833.98
46300,4088.89
46301,6125.3
46302,5601.03
46303,0.0
46304,8048.7
46305,9120.78
46306,3271.0
46307,0.0
46308,1753.26
46309,5767.07
46310,0.0
46311,149.35
46312,0.0
46313,5789.13
46314,3627.0
46315,0.0
46316,0.0
46317,10821.7
46318,11373.89
46319,10806.57
46320,13847.85
46321,2818.17
46322,0.0
46323,0.0
46324,38.34
46325,11888.6
46326,0.0
46327,0.0
46328,2096.0
46329,1044.0
46330,0.0
46331,0.0
46332,7161.79
46333,3696.75
46334,10761.36
46335,0.0
46336,0.0
46337,12417.31
46338,12211.68
46339,0.0
46340,5569.75
46341,0.0
46342,0.0
46343,11506.64
46344,12003.8
46345,0.0
46346,0.0
46347,1889.73
46348,0.0
46349,0.0
46350,729.0
46351,0.0
46352,0.0
46353,0.0
46354,13319.3
46355,0.0
46356,0.0
46357,0.0
46358,4531.18
46359,0.0
46360,44.0
46361,0.0
46362,0.0
46363,834.98
46364,150.0
46365,5526.24
46366,0.0
46367,0.0
46368,0.0
46369,0.0
46370,9453.37
46371,0.0
46372,10197.91
46373,7886.7
46374,44.0
46375,1712.5
46376,1460.0
46377,11705.56
46378,30.0
46379,7178.72
46380,6705.42
46381,200.0
46382,2460.3
46383,10590.52
46384,0.0
46385,8128.24
46386,0.0
46387,1535.46
46388,0.0
46389,227.06
46390,10999.29
46391,23.74
46392,10391.32
46393,2949.78
46394,5520.71
46395,13495.22
46396,0.0
46397,4700.27
46398,400.0
46399,1881.55
46400,0.0
46401,2175.66
46402,0.0
46403,2590.58
46404,14680.25
46405,0.0
46406,0.0
46407,52.75
46408,0.0
46409,2186.0
46410,0.0
46411,788.62
46412,4500.75
46413,30.0
46414,0.0
46415,8890.5
46416,264.0
46417,0.0
46418,8201.25
46419,0.0
46420,0.0
46421,16840.1
46422,4431.83
46423,7471.09
46424,660.36
46425,4892.76
46426,5463.91
46427,7690.55
46428,11270.57
46429,0.0
46430,2205.82
46431,0.0
46432,30.0
46433,4227.79
46434,5958.12
46435,8130.09
46436,4058.21
46437,10405.77
46438,4258.56
46439,0.0
46440,8109.63
46441,3763.74
46442,0.0
46443,0.0
46444,10327.66
46445,0.0
46446,4616.95
46447,0.0
46448,0.0
46449,0.0
46450,0.0
46451,4270.95
46452,461.83
46453,7710.03
46454,555.74
46455,949.07
46456,250.0
46457,11546.44
46458,30.0
46459,1980.0
46460,0.0
46461,1608.3
46462,2573.78
46463,0.0
46464,0.0
46465,264.0
46466,2477.17
46467,2150.0
46468,8459.55
46469,0.0
46470,1600.05
46471,13845.49
46472,37.77
46473,12777.19
46474,9642.3
46475,13907.27
46476,3663.0
46477,0.0
46478,10590.87
46479,2843.65
46480,1505.87
46481,0.0
46482,7086.38
46483,625.47
46484,204.06
46485,4144.5
46486,0.0
46487,10948.03
46488,0.0
46489,8235.67
46490,13906.26
46491,4566.68
46492,3776.0
46493,8657.01
46494,6599.13
46495,9445.82
46496,6695.35
46497,6329.81
46498,0.0
46499,3446.79
46500,5173.37
46501,7010.17
46502,0.0
46503,0.0
46504,5879.62
46505,1150.0
46506,0.0
46507,0.0
46508,4749.51
46509,0.0
46510,70.0
46511,7796.5
46512,0.0
46513,477.16
46514,0.0
46515,1062.13
46516,9494.82
46517,9262.2
46518,2541.87
46519,0.0
46520,8238.93
46521,10.0
46522,4270.95
46523,0.0
46524,15299.49
46525,8571.67
46526,1246.0
46527,187.5
46528,6015.27
46529,138.41
46530,1566.5
46531,10287.79
46532,1516.68
46533,896.0
46534,4078.22
46535,100.69
46536,2805.53
46537,0.0
46538,6358.87
46539,3202.66
46540,0.0
46541,10352.71
46542,5672.76
46543,0.0
46544,9126.63
46545,4992.4
46546,4409.03
46547,3696.65
46548,7259.34
46549,0.0
46550,624.0
46551,4180.79
46552,1748.59
46553,0.0
46554,14166.83
46555,12086.03
46556,3577.35
46557,4562.34
46558,0.0
46559,0.0
46560,0.0
46561,0.0
46562,6122.12
46563,624.02
46564,0.0
46565,8564.59
46566,4826.54
46567,6356.18
46568,0.0
46569,0.0
46570,18965.4
46571,7214.71
46572,359.11
46573,5088.06
46574,3585.46
46575,9955.87
46576,250.0
46577,34816.28
46578,39872.22
46579,12282.01
46580,8122.92
46581,5186.1
46582,0.0
46583,3705.26
46584,5665.49
46585,4570.76
46586,0.0
46587,0.0
46588,10018.12
46589,6316.03
46590,6267.82
46591,4269.95
46592,0.0
46593,4182.68
46594,14518.85
46595,3918.95
46596,4516.81
46597,5062.34
46598,1879.75
46599,2001.92
46600,565.0
46601,360.0
46602,3080.91
46603,250.0
46604,6993.81
46605,0.0
46606,3180.9
46607,8506.76
46608,15787.37
46609,4227.41
46610,6770.4
46611,10987.4
46612,780.0
46613,1547.88
46614,11751.72
46615,0.0
46616,0.0
46617,0.0
46618,0.0
46619,10959.37
46620,0.0
46621,4521.06
46622,930.81
46623,4126.88
46624,0.0
46625,4211.78
46626,0.0
46627,0.0
46628,6520.89
46629,4883.34
46630,619.5
46631,7462.23
46632,7982.92
46633,15809.09
46634,4072.05
46635,1133.07
46636,966.0
46637,5905.79
46638,11940.35
46639,3821.09
46640,4107.2
46641,5799.0
46642,0.0
46643,0.0
46644,5977.37
46645,4825.89
46646,6193.93
46647,6502.11
46648,4953.81
46649,2280.02
46650,6502.12
46651,8492.94
46652,4193.18
46653,4143.7
46654,3045.03
46655,7506.2
46656,9341.97
46657,2280.02
46658,8128.3
46659,0.0
46660,10581.93
46661,5771.32
46662,8085.08
46663,9913.48
46664,0.0
46665,13687.32
46666,6579.73
46667,0.0
46668,500.0
46669,5925.06
46670,0.0
46671,5882.69
46672,845.29
46673,0.0
46674,1429.98
46675,0.0
46676,2620.68
46677,5854.39
46678,0.0
46679,0.0
46680,6522.12
46681,11623.97
46682,2236.5
46683,4821.85
46684,2127.01
46685,608.76
46686,819.78
46687,0.0
46688,9625.48
46689,2013.49
46690,6883.13
46691,1625.23
46692,100.0
46693,2530.28
46694,0.0
46695,12626.17
46696,504.0
46697,3790.93
46698,14983.8
46699,3828.88
46700,0.0
46701,4239.44
46702,6608.74
46703,2463.9
46704,1300.0
46705,2829.69
46706,936.26
46707,2628.0
46708,8860.73
46709,16786.43
46710,4822.6
46711,4.86
46712,1441.65
46713,9489.95
46714,4858.94
46715,8126.12
46716,0.0
46717,2052.2
46718,4018.31
46719,0.0
46720,9065.35
46721,5958.34
46722,1510.95
46723,0.0
46724,7585.73
46725,76.83
46726,9849.33
46727,820.0
46728,4078.26
46729,2184.0
46730,0.0
46731,8148.1
46732,70.0
46733,3486.0
46734,6357.08
46735,0.0
46736,3585.97
46737,9291.58
46738,4217.45
46739,35.02
46740,3078.44
46741,7283.99
46742,10055.25
46743,2483.57
46744,0.0
46745,126303.74
46746,8767.26
46747,4152.38
46748,1797.68
46749,0.0
46750,13762.57
46751,8383.55
46752,3732.7
46753,5084.67
46754,767.62
46755,14591.58
46756,9513.11
46757,100.0
46758,0.0
46759,9835.54
46760,6344.27
46761,5629.81
46762,6479.36
46763,15048.37
46764,8882.61
46765,23404.51
46766,14058.87
46767,1793.68
46768,1812.0
46769,0.0
46770,11798.6
46771,6828.03
46772,15919.85
46773,7214.51
46774,7461.23
46775,7342.98
46776,8320.3
46777,15616.0
46778,4232.63
46779,7578.62
46780,8709.69
46781,0.0
46782,1088.32
46783,7470.51
46784,3228.98
46785,0.0
46786,145.0
46787,69151.0
46788,730.0
46789,2205.0
46790,1784.04
46791,5477.33
46792,1038.83
46793,7651.64
46794,2489.91
46795,1866.04
46796,7745.68
46797,5009.2
46798,10534.92
46799,7670.2
46800,6898.45
46801,6364.33
46802,8123.01
46803,5857.23
46804,2110.12
46805,7238.37
46806,4491.97
46807,3476.53
46808,6094.61
46809,3486.0
46810,7189.05
46811,964.15
46812,0.0
46813,0.0
46814,86853.22
46815,479.41
46816,1800.0
46817,3307.84
46818,219.66
46819,1993.47
46820,17503.9
46821,3828.19
46822,2.29
46823,0.0
46824,0.0
46825,9823.64
46826,890.0
46827,0.0
46828,0.0
46829,6648.98
46830,6035.82
46831,205.94
46832,2150.0
46833,8972.55
46834,6884.96
46835,1560.83
46836,6161.27
46837,15201.05
46838,6759.89
46839,5448.56
46840,0.0
46841,10242.37
46842,7053.46
46843,0.0
46844,9059.81
46845,3077.27
46846,11883.4
46847,0.0
46848,0.0
46849,0.0
46850,4102.46
46851,1918.24
46852,2194.0
46853,4508.94
46854,6403.03
46855,9538.02
46856,9955.12
46857,9032.91
46858,1265.13
46859,8039.01
46860,6778.32
46861,3000.0
46862,7909.59
46863,4216.79
46864,8069.22
46865,4874.81
46866,735.72
46867,10796.05
46868,1674.75
46869,12424.8
46870,0.0
46871,7462.57
46872,1560.0
46873,780.07
46874,2296.17
46875,0.0
46876,6294.74
46877,880.08
46878,9278.69
46879,5042.17
46880,0.0
46881,6427.51
46882,1915.83
46883,2860.0
46884,8228.82
46885,3486.0
46886,8355.66
46887,18303.24
46888,285.5
46889,0.0
46890,4474.4
46891,7101.38
46892,4539.92
46893,0.0
46894,5624.23
46895,3199.25
46896,5829.14
46897,1783.25
46898,540.3
46899,2162.0
46900,0.0
46901,9643.63
46902,5443.04
46903,6031.55
46904,0.0
46905,0.0
46906,10873.64
46907,1667.7
46908,8850.99
46909,2920.31
46910,0.0
