,BasePay
40302,130727.96
40303,119752.88
40304,97281.6
40305,131509.51
40306,109783.88
40307,135967.47
40308,135977.04
40309,111895.11
40310,124488.0
40311,130728.0
40312,133394.75
40313,125655.82
40314,117972.61
40315,110799.0
40316,103220.0
40317,103682.8
40318,117171.38
40319,125651.15
40320,108512.82
40321,108813.6
40322,107858.16
40323,130971.91
40324,135645.93
40325,110847.11
40326,117048.34
40327,130728.04
40328,105742.01
40329,97952.04
40330,125761.86
40331,96858.79
40332,130727.99
40333,125735.32
40334,130728.01
40335,125655.8
40336,130728.01
40337,117180.17
40338,130727.99
40339,126579.6
40340,130728.05
40341,130728.64
40342,101088.0
40343,108238.9
40344,130727.96
40345,122024.58
40346,130728.0
40347,79252.47
40348,130727.98
40349,126120.0
40350,97952.0
40351,125655.8
40352,130727.99
40353,128078.0
40354,130728.06
40355,114879.14
40356,133639.01
40357,126120.0
40358,130728.0
40359,104499.24
40360,130728.0
40361,107858.01
40362,121237.65
40363,117171.41
40364,126781.03
40365,117171.0
40366,87038.0
40367,130727.97
40368,130728.01
40369,130728.0
40370,130728.0
40371,126120.01
40372,101088.0
40373,130727.97
40374,130728.04
40375,130728.03
40376,130727.98
40377,88358.37
40378,123085.51
40379,113303.96
40380,130727.99
40381,128151.0
40382,130727.97
40383,130728.01
40384,127820.7
40385,79222.0
40386,108614.95
40387,125744.0
40388,125761.87
40389,113834.34
40390,130727.99
40391,114887.62
40392,130727.95
40393,114072.19
40394,130728.04
40395,130727.99
40396,110847.13
40397,102748.99
40398,130727.98
40399,130728.0
40400,101088.0
40401,130727.99
40402,101660.0
40403,130728.0
40404,117171.44
40405,115243.79
40406,101660.0
40407,114887.75
40408,126107.59
40409,135967.53
40410,110847.1
40411,110114.79
40412,125161.85
40413,122057.95
40414,113117.7
40415,130727.93
40416,105052.02
40417,125761.87
40418,124808.78
40419,113566.97
40420,108773.55
40421,110847.12
40422,130727.99
40423,125761.86
40424,107913.45
40425,102749.04
40426,112237.28
40427,106965.99
40428,128358.17
40429,117171.41
40430,117180.19
40431,128444.91
40432,120692.79
40433,110847.14
40434,105862.7
40435,110526.77
40436,109456.51
40437,110526.76
40438,109336.42
40439,88374.0
40440,125020.44
40441,126120.0
40442,110847.12
40443,119891.14
40444,124563.63
40445,99788.09
40446,114887.76
40447,115680.24
40448,86770.75
40449,125633.62
40450,79222.0
40451,110847.14
40452,126120.0
40453,114556.03
40454,109783.85
40455,68545.72
40456,123337.87
40457,135977.42
40458,114887.74
40459,104387.42
40460,120205.11
40461,109783.87
40462,110847.13
40463,122033.33
40464,108852.17
40465,103274.6
40466,121524.02
40467,91551.6
40468,110487.13
40469,126120.02
40470,126120.0
40471,121289.69
40472,108556.41
40473,126120.0
40474,132558.0
40475,120552.02
40476,130180.1
40477,129991.69
40478,117162.66
40479,106754.18
40480,73513.46
40481,126120.0
40482,123524.38
40483,126120.02
40484,118652.0
40485,120007.95
40486,109783.83
40487,126660.83
40488,119687.86
40489,111645.16
40490,117171.38
40491,121524.03
40492,120166.71
40493,117162.73
40494,114453.23
40495,110675.83
40496,88374.01
40497,110848.71
40498,116527.18
40499,130603.13
40500,108148.23
40501,117179.44
40502,121524.0
40503,111503.82
40504,89014.12
40505,123747.06
40506,121524.02
40507,110847.12
40508,117171.47
40509,114242.26
40510,116395.42
40511,121195.02
40512,110847.09
40513,129122.44
40514,135977.73
40515,111215.02
40516,109267.46
40517,117171.44
40518,88400.71
40519,107858.08
40520,106138.09
40521,110799.03
40522,109925.47
40523,117162.66
40524,113824.62
40525,79222.0
40526,117162.53
40527,117162.71
40528,83172.7
40529,95521.36
40530,104006.04
40531,91572.03
40532,99144.0
40533,120651.83
40534,110799.06
40535,121982.43
40536,123632.0
40537,117171.44
40538,135977.03
40539,107563.74
40540,110847.09
40541,123747.04
40542,79222.0
40543,126309.86
40544,109611.37
40545,117162.66
40546,135977.24
40547,121524.0
40548,123747.39
40549,132990.91
40550,127484.85
40551,117162.68
40552,122742.73
40553,117171.4
40554,124335.19
40555,125620.04
40556,118292.4
40557,129496.98
40558,124299.78
40559,126807.0
40560,110847.13
40561,108655.27
40562,135977.01
40563,117162.68
40564,135977.68
40565,117162.67
40566,114242.42
40567,129494.5
40568,110227.76
40569,110847.12
40570,117171.41
40571,113055.58
40572,135967.5
40573,117162.7
40574,114879.14
40575,126120.01
40576,116546.52
40577,110847.1
40578,88400.7
40579,135977.0
40580,124822.3
40581,113738.94
40582,114887.76
40583,110847.09
40584,109783.86
40585,88797.04
40586,117162.7
40587,119350.41
40588,123747.05
40589,118652.0
40590,117171.04
40591,87964.04
40592,123200.61
40593,114887.76
40594,92641.52
40595,108825.97
40596,111078.4
40597,110847.11
40598,101088.0
40599,92131.04
40600,126120.0
40601,110847.09
40602,114887.74
40603,129094.31
40604,129025.04
40605,123747.01
40606,120424.65
40607,127504.03
40608,100382.33
40609,108791.47
40610,117171.38
40611,106504.67
40612,109783.86
40613,110847.11
40614,117171.0
40615,109606.55
40616,105506.98
40617,97952.12
40618,110847.11
40619,120859.01
40620,117162.66
40621,117171.04
40622,121944.08
40623,117076.64
40624,118652.0
40625,123747.69
40626,117162.65
40627,113307.1
40628,125205.13
40629,110535.0
40630,99179.96
40631,102466.03
40632,109783.86
40633,129729.57
40634,117968.8
40635,108852.11
40636,75452.0
40637,108546.4
40638,109783.85
40639,123747.12
40640,118380.78
40641,107537.76
40642,117171.14
40643,118586.03
40644,88374.0
40645,122374.5
40646,120682.73
40647,138182.05
40648,117171.43
40649,109783.86
40650,73367.3
40651,123747.03
40652,73075.0
40653,122024.58
40654,109783.88
40655,117162.69
40656,114045.69
40657,117171.45
40658,123747.01
40659,122443.67
40660,118430.97
40661,123747.04
40662,117171.45
40663,123632.02
40664,112697.04
40665,115866.93
40666,101705.16
40667,120844.76
40668,119268.58
40669,103681.18
40670,79221.7
40671,118557.51
40672,127104.0
40673,90771.6
40674,121524.01
40675,123747.0
40676,112996.84
40677,135977.0
40678,102662.32
40679,127807.16
40680,117165.23
40681,117171.4
40682,103220.02
40683,118428.63
40684,110847.12
40685,85230.14
40686,94441.0
40687,111571.03
40688,88374.0
40689,110847.1
40690,111065.68
40691,128358.14
40692,128503.42
40693,121524.02
40694,116538.17
40695,110015.1
40696,109783.85
40697,126120.0
40698,105915.98
40699,126662.3
40700,117585.1
40701,111215.0
40702,128303.99
40703,105077.98
40704,106995.01
40705,121826.62
40706,109783.87
40707,128507.46
40708,88236.06
40709,123747.06
40710,109356.05
40711,125244.78
40712,109783.86
40713,110847.13
40714,123290.35
40715,117162.7
40716,127504.15
40717,119280.75
40718,95675.0
40719,116538.14
40720,122954.61
40721,107858.01
40722,124866.07
40723,109783.86
40724,55625.04
40725,116591.02
40726,88353.13
40727,117162.69
40728,127130.41
40729,128128.24
40730,110752.9
40731,113825.08
40732,83174.0
40733,114887.76
40734,117162.67
40735,121524.02
40736,79218.95
40737,117162.66
40738,108303.12
40739,116674.0
40740,123747.0
40741,117171.44
40742,121524.01
40743,123747.06
40744,101088.0
40745,127504.07
40746,118443.42
40747,110249.1
40748,115688.85
40749,103729.05
40750,75452.0
40751,118067.15
40752,123082.05
40753,114879.14
40754,127512.67
40755,108804.35
40756,114781.14
40757,122529.35
40758,109510.21
40759,105804.89
40760,122559.77
40761,109723.95
40762,107868.01
40763,117190.2
40764,129761.45
40765,110655.38
40766,110847.12
40767,114887.76
40768,117171.45
40769,117171.43
40770,110526.79
40771,121524.02
40772,123281.35
40773,122837.42
40774,116386.71
40775,117162.69
40776,116439.9
40777,105772.52
40778,105720.13
40779,110526.73
40780,110218.05
40781,113893.6
40782,99738.8
40783,111283.2
40784,108525.29
40785,124796.51
40786,116876.23
40787,107826.86
40788,97233.55
40789,79222.0
40790,106171.56
40791,111007.68
40792,112226.6
40793,121867.8
40794,127757.82
40795,118652.0
40796,88374.02
40797,123576.48
40798,88374.0
40799,122308.0
40800,130260.75
40801,119306.29
40802,109783.84
40803,116439.88
40804,110847.13
40805,110847.11
40806,122769.32
40807,114887.51
40808,105272.69
40809,110847.12
40810,123747.0
40811,115235.16
40812,119112.33
40813,110526.75
40814,123747.0
40815,119444.02
40816,103052.06
40817,117171.45
40818,105329.74
40819,115380.28
40820,101088.0
40821,114887.76
40822,110543.25
40823,114556.03
40824,100256.07
40825,66917.68
40826,109783.85
40827,117171.44
40828,92819.93
40829,114879.14
40830,115947.06
40831,110847.14
40832,122063.84
40833,128151.0
40834,118429.32
40835,114365.35
40836,110015.1
40837,119386.47
40838,121429.97
40839,127504.06
40840,117171.12
40841,112839.8
40842,97953.3
40843,127214.34
40844,97953.18
40845,127214.34
40846,79222.01
40847,96909.94
40848,88374.0
40849,126121.23
40850,123747.0
40851,117120.85
40852,88156.91
40853,118860.06
40854,109358.5
40855,110847.12
40856,120855.83
40857,112722.09
40858,102205.39
40859,91551.6
40860,119946.93
40861,121381.15
40862,125445.82
40863,114153.51
40864,110847.11
40865,117162.56
40866,118613.61
40867,128125.01
40868,127358.77
40869,110847.12
40870,114887.76
40871,117162.69
40872,109783.85
40873,121826.75
40874,113400.09
40875,105831.04
40876,123747.05
40877,108921.25
40878,119433.29
40879,109783.9
40880,104116.24
40881,106179.21
40882,121524.06
40883,114379.61
40884,117171.43
40885,99937.52
40886,100310.7
40887,68726.69
40888,123524.0
40889,114887.76
40890,118652.04
40891,94276.0
40892,110847.11
40893,124513.99
40894,109783.86
40895,122033.34
40896,97953.23
40897,88062.0
40898,117171.43
40899,117171.41
40900,109783.87
40901,126819.16
40902,110847.08
40903,117171.0
40904,125057.92
40905,114887.75
40906,109783.86
40907,110534.99
40908,92819.99
40909,102826.85
40910,111507.39
40911,110847.09
40912,117162.67
40913,117171.42
40914,110847.12
40915,116645.97
40916,116435.39
40917,110543.25
40918,126120.0
40919,125584.19
40920,117171.42
40921,117171.42
40922,125794.24
40923,121805.75
40924,110704.22
40925,126120.0
40926,108952.22
40927,117171.4
40928,116439.86
40929,123673.66
40930,116593.72
40931,114710.66
40932,88374.04
40933,117330.02
40934,109783.87
40935,122308.0
40936,124008.87
40937,121547.75
40938,126120.0
40939,111695.21
40940,97844.03
40941,102704.25
40942,117162.71
40943,121932.11
40944,105193.86
40945,122074.1
40946,117162.68
40947,121524.0
40948,117162.62
40949,109783.86
40950,88374.01
40951,88374.08
40952,122308.02
40953,88374.02
40954,116439.86
40955,79215.51
40956,109538.43
40957,102319.49
40958,105206.15
40959,117682.0
40960,110799.04
40961,116439.9
40962,108782.06
40963,118586.02
40964,109783.84
40965,112598.46
40966,115256.89
40967,116538.12
40968,128848.51
40969,119900.92
40970,109783.87
40971,128775.6
40972,122308.0
40973,116538.12
40974,117225.26
40975,123971.15
40976,104091.06
40977,116538.12
40978,116439.89
40979,129784.09
40980,116439.92
40981,123747.06
40982,101088.0
40983,110574.47
40984,117162.66
40985,115243.79
40986,123747.1
40987,119142.84
40988,109783.85
40989,123047.85
40990,91959.1
40991,117171.39
40992,125580.0
40993,105315.62
40994,105105.71
40995,118284.82
40996,94848.0
40997,88374.0
40998,109783.85
40999,123043.06
41000,116538.15
41001,118652.0
41002,117162.53
41003,114887.51
41004,108130.81
41005,88374.0
41006,117171.36
41007,123747.06
41008,110847.1
41009,128379.17
41010,123747.07
41011,116538.12
41012,115529.99
41013,116159.15
41014,104799.6
41015,103320.03
41016,116832.9
41017,117171.46
41018,116538.13
41019,115092.01
41020,115140.76
41021,115530.0
41022,109783.88
41023,122130.84
41024,116593.71
41025,109783.86
41026,74828.81
41027,114330.62
41028,117171.08
41029,120592.76
41030,88374.02
41031,107739.76
41032,110106.5
41033,116538.13
41034,121524.02
41035,111057.47
41036,119289.41
41037,101422.62
41038,139459.04
41039,117162.69
41040,88374.0
41041,117162.7
41042,116538.13
41043,116439.87
41044,116538.1
41045,73367.3
41046,121577.39
41047,126017.25
41048,117171.41
41049,118301.0
41050,122033.33
41051,117162.68
41052,117171.45
41053,107889.56
41054,125485.35
41055,124134.41
41056,123747.05
41057,117162.69
41058,114896.38
41059,97352.5
41060,110847.11
41061,107208.07
41062,122683.02
41063,121775.77
41064,91702.03
41065,98879.44
41066,115530.0
41067,116439.87
41068,117162.67
41069,88374.02
41070,106631.5
41071,89085.35
41072,110766.71
41073,110847.13
41074,97269.41
41075,85997.33
41076,123747.09
41077,110847.11
41078,88021.65
41079,111215.02
41080,88374.0
41081,88307.87
41082,88739.4
41083,116439.89
41084,107889.59
41085,124360.72
41086,111215.0
41087,112623.33
41088,116538.12
41089,118652.0
41090,123747.03
41091,91976.34
41092,116439.91
41093,125580.0
41094,121524.02
41095,117162.69
41096,115529.96
41097,88374.02
41098,98094.34
41099,117171.44
41100,110535.0
41101,107150.02
41102,103444.79
41103,101496.1
41104,116538.14
41105,88374.0
41106,110690.29
41107,124134.07
41108,113194.13
41109,104569.85
41110,109724.04
41111,123747.08
41112,109783.85
41113,133544.32
41114,117162.75
41115,109783.85
41116,117162.68
41117,114469.84
41118,69918.44
41119,103806.69
41120,121243.98
41121,117171.28
41122,104823.94
41123,109783.84
41124,115530.01
41125,116538.12
41126,119741.34
41127,115235.17
41128,110094.03
41129,102458.25
41130,117171.44
41131,123741.24
41132,88156.92
41133,110847.11
41134,107119.02
41135,111396.2
41136,109356.0
41137,119889.66
41138,130670.06
41139,119756.59
41140,110847.12
41141,106776.87
41142,119200.83
41143,73075.0
41144,114896.33
41145,116046.82
41146,114491.93
41147,104363.11
41148,70519.44
41149,110847.12
41150,117171.42
41151,67797.14
41152,86620.13
41153,92854.85
41154,58727.6
41155,110686.04
41156,117162.68
41157,116200.89
41158,79222.0
41159,116439.9
41160,97952.06
41161,109783.84
41162,110847.11
41163,110526.75
41164,109647.69
41165,68909.41
41166,94848.0
41167,105772.04
41168,114882.72
41169,119112.4
41170,97952.22
41171,99909.05
41172,109783.88
41173,123747.36
41174,125480.72
41175,115947.03
41176,110847.1
41177,101092.26
41178,114879.14
41179,117171.45
41180,121524.01
41181,101088.0
41182,109623.91
41183,118577.56
41184,97952.79
41185,119749.28
41186,109972.5
41187,123747.06
41188,110847.09
41189,113993.1
41190,124791.05
41191,123747.01
41192,94425.0
41193,117162.65
41194,124958.0
41195,102702.78
41196,123747.03
41197,107858.0
41198,94540.0
41199,106133.49
41200,124568.92
41201,118491.22
41202,123747.05
41203,113592.85
41204,121144.85
41205,103220.07
41206,109195.28
41207,116538.14
41208,91845.0
41209,109783.86
41210,109783.85
41211,120620.04
41212,114806.7
41213,103367.09
41214,124870.22
41215,88062.0
41216,104366.1
41217,112611.48
41218,102662.32
41219,97608.93
41220,110847.1
41221,88374.0
41222,114879.14
41223,109501.96
41224,110503.43
41225,117171.46
41226,114565.2
41227,123967.81
41228,88332.93
41229,101088.0
41230,110728.96
41231,123747.01
41232,121095.04
41233,109668.01
41234,113582.94
41235,124631.05
41236,67198.74
41237,117162.71
41238,110847.13
41239,117162.7
41240,114887.77
41241,107861.28
41242,109356.02
41243,108719.09
41244,123747.07
41245,123747.06
41246,96594.59
41247,114879.14
41248,105172.89
41249,122187.67
41250,105658.85
41251,111924.55
41252,110142.7
41253,120131.61
41254,102908.08
41255,124585.62
41256,91006.66
41257,126120.0
41258,88374.0
41259,117000.0
41260,110847.12
41261,85671.19
41262,110847.1
41263,88400.7
41264,107737.22
41265,109783.86
41266,124773.6
41267,110570.9
41268,103343.17
41269,126431.11
41270,121524.02
41271,106406.73
41272,117180.19
41273,79221.98
41274,116352.0
41275,114887.76
41276,110327.05
41277,96472.35
41278,110535.0
41279,106858.3
41280,106541.83
41281,118558.33
41282,79222.0
41283,117012.02
41284,73814.0
41285,114887.75
41286,117171.42
41287,114887.5
41288,113183.46
41289,117171.0
41290,123747.03
41291,124228.38
41292,100241.11
41293,103274.66
41294,113733.0
41295,104189.35
41296,116892.35
41297,124072.4
41298,115626.43
41299,79939.99
41300,111319.9
41301,121095.02
41302,109470.27
41303,88198.65
41304,112199.58
41305,96983.24
41306,123747.05
41307,124944.5
41308,117171.45
41309,109462.06
41310,86269.82
41311,97952.12
41312,110847.08
41313,122393.6
41314,117171.42
41315,110847.08
41316,109518.06
41317,88123.53
41318,114121.94
41319,123142.38
41320,104494.1
41321,113204.68
41322,117171.47
41323,117171.09
41324,111461.58
41325,119409.99
41326,97953.29
41327,124235.25
41328,79222.0
41329,89078.1
41330,123747.06
41331,117162.7
41332,123747.08
41333,109845.9
41334,97430.31
41335,123747.0
41336,117171.12
41337,101449.0
41338,107458.0
41339,117171.0
41340,118932.01
41341,96935.67
41342,122033.35
41343,101088.0
41344,93652.07
41345,93549.81
41346,110526.76
41347,84900.07
41348,118739.61
41349,123747.1
41350,116267.04
41351,123924.01
41352,86275.0
41353,116439.9
41354,111038.07
41355,109783.86
41356,109783.87
41357,114935.62
41358,92820.01
41359,73367.3
41360,118136.88
41361,110072.57
41362,123766.39
41363,123747.05
41364,117258.93
41365,117171.42
41366,120830.8
41367,98563.78
41368,121524.11
41369,78810.67
41370,117162.66
41371,123747.05
41372,115507.37
41373,107944.01
41374,100649.74
41375,111206.75
41376,133170.8
41377,87956.57
41378,117171.41
41379,123747.05
41380,123747.06
41381,123747.01
41382,123747.11
41383,107458.0
41384,109783.9
41385,109899.35
41386,123747.11
41387,123747.02
41388,123747.08
41389,123747.01
41390,99886.38
41391,123747.07
41392,118652.0
41393,123747.08
41394,123747.04
41395,123747.2
41396,123747.06
41397,117162.68
41398,107211.57
41399,118885.3
41400,123747.1
41401,117171.0
41402,88374.0
41403,117171.42
41404,75414.79
41405,107792.8
41406,123747.01
41407,88374.0
41408,123747.02
41409,118586.02
41410,111415.65
41411,117162.73
41412,122308.0
41413,111057.47
41414,123747.07
41415,123747.05
41416,119825.19
41417,109270.29
41418,111700.76
41419,88374.0
41420,123747.03
41421,123747.0
41422,123747.08
41423,103505.23
41424,116538.16
41425,118003.22
41426,100699.2
41427,48168.73
41428,104010.66
41429,111047.27
41430,112368.31
41431,123747.19
41432,123747.08
41433,123747.01
41434,123747.05
41435,123747.03
41436,123730.38
41437,95279.5
41438,123790.42
41439,115582.86
41440,123747.14
41441,112968.65
41442,109427.78
41443,123747.06
41444,123747.1
41445,123747.11
41446,118232.73
41447,123747.09
41448,112548.4
41449,103419.2
41450,123747.04
41451,123747.11
41452,121524.0
41453,123747.1
41454,115482.92
41455,111316.07
41456,117162.64
41457,130061.99
41458,121524.0
41459,117171.26
41460,117171.08
41461,100256.05
41462,110729.21
41463,84792.19
41464,99838.01
41465,116830.41
41466,123747.05
41467,103070.05
41468,108095.01
41469,123747.05
41470,88739.4
41471,100835.52
41472,118068.25
41473,123573.7
41474,109783.86
41475,107797.27
41476,107411.37
41477,106049.41
41478,123286.38
41479,115243.79
41480,102892.35
41481,99267.34
41482,123563.97
41483,109668.18
41484,121524.0
41485,113086.63
41486,117162.69
41487,113400.1
41488,123747.01
41489,117162.72
41490,114816.0
41491,102336.0
41492,118557.5
41493,109783.86
41494,109356.15
41495,110535.0
41496,110535.0
41497,127016.58
41498,100299.49
41499,109783.87
41500,123796.32
41501,114968.14
41502,101877.21
41503,117115.38
41504,109405.33
41505,117162.69
41506,122024.59
41507,88374.0
41508,96525.02
41509,114043.3
41510,114879.13
41511,108675.31
41512,116063.8
41513,97953.31
41514,109015.71
41515,113834.34
41516,114879.14
41517,117171.44
41518,106975.43
41519,110767.76
41520,96271.5
41521,120905.79
41522,106241.7
41523,92860.58
41524,118724.0
41525,117162.67
41526,104362.86
41527,113371.96
41528,114887.76
41529,106592.36
41530,109783.87
41531,117162.69
41532,116291.47
41533,114879.15
41534,85323.85
41535,123225.49
41536,109783.85
41537,102336.0
41538,117153.96
41539,92131.06
41540,110943.12
41541,113100.46
41542,105400.4
41543,94848.0
41544,103274.62
41545,111065.66
41546,104350.54
41547,122376.83
41548,117171.44
41549,97953.24
41550,114879.14
41551,118447.98
41552,105238.82
41553,106632.44
41554,108978.6
41555,116538.12
41556,110847.12
41557,113131.51
41558,105990.31
41559,83345.11
41560,123178.05
41561,115529.23
41562,108636.04
41563,83654.99
41564,116439.88
41565,109175.51
41566,109783.87
41567,109783.85
41568,109565.71
41569,70037.72
41570,116591.07
41571,107876.7
41572,107021.3
41573,110847.1
41574,114887.52
41575,111206.75
41576,82207.95
41577,117171.43
41578,104433.58
41579,98834.36
41580,97952.0
41581,99845.79
41582,110847.14
41583,110526.78
41584,116439.86
41585,110535.01
41586,114887.76
41587,114879.14
41588,123027.68
41589,103199.98
41590,118652.0
41591,121511.97
41592,115674.53
41593,115516.14
41594,115235.16
41595,110847.11
41596,102233.8
41597,116651.44
41598,88374.0
41599,117162.68
41600,113350.53
41601,118652.0
41602,100691.69
41603,117659.54
41604,103238.66
41605,108095.0
41606,109331.02
41607,106877.84
41608,102407.13
41609,118652.0
41610,117162.7
41611,119494.56
41612,117162.67
41613,110362.43
41614,121171.9
41615,97940.51
41616,118566.34
41617,109268.54
41618,110794.47
41619,109674.93
41620,109501.94
41621,102260.89
41622,112137.45
41623,113445.2
41624,120116.4
41625,117171.42
41626,122127.54
41627,112409.21
41628,114887.76
41629,116435.36
41630,78854.45
41631,121524.02
41632,108296.7
41633,114887.66
41634,120954.92
41635,109356.04
41636,117171.43
41637,88374.0
41638,114887.76
41639,114304.56
41640,114887.75
41641,118652.0
41642,117162.67
41643,122472.31
41644,117162.7
41645,112444.23
41646,117171.43
41647,117171.43
41648,76784.4
41649,103274.65
41650,116632.0
41651,109783.86
41652,109329.7
41653,118932.0
41654,107051.13
41655,123145.69
41656,112638.37
41657,113147.26
41658,107858.01
41659,109783.88
41660,107013.02
41661,106707.27
41662,108997.81
41663,90776.97
41664,79041.84
41665,107622.0
41666,116212.92
41667,117162.7
41668,107857.68
41669,110668.01
41670,121524.03
41671,114887.75
41672,117171.04
41673,108947.78
41674,121509.71
41675,102759.93
41676,79526.7
41677,105979.06
41678,117171.02
41679,113100.46
41680,117171.43
41681,117162.68
41682,131637.3
41683,114661.2
41684,117162.71
41685,98376.86
41686,103274.73
41687,118831.14
41688,117171.46
41689,114887.76
41690,102853.28
41691,108640.06
41692,118586.02
41693,110535.0
41694,117171.44
41695,108843.76
41696,113400.1
41697,103885.66
41698,117162.7
41699,117171.45
41700,99190.01
41701,121524.11
41702,107859.16
41703,118457.06
41704,110216.49
41705,120579.31
41706,101084.66
41707,121524.0
41708,101088.0
41709,117162.71
41710,106373.71
41711,106188.13
41712,109783.85
41713,121893.59
41714,86181.17
41715,72782.7
41716,119462.04
41717,116538.15
41718,114887.75
41719,121995.03
41720,116538.13
41721,115947.05
41722,114935.94
41723,88374.01
41724,121524.04
41725,120114.11
41726,116538.11
41727,98336.32
41728,106043.9
41729,117171.45
41730,121783.02
41731,105499.08
41732,110535.0
41733,121524.02
41734,109179.96
41735,88374.01
41736,116232.66
41737,109356.25
41738,108150.02
41739,95180.41
41740,111304.05
41741,108871.13
41742,119781.93
41743,121524.04
41744,102366.76
41745,118586.11
41746,112390.6
41747,88374.0
41748,117162.66
41749,121271.8
41750,117171.49
41751,118586.02
41752,121524.01
41753,116538.12
41754,110570.2
41755,115947.0
41756,121524.0
41757,121524.0
41758,103220.04
41759,113316.79
41760,121524.03
41761,114157.71
41762,121524.0
41763,107429.85
41764,107858.0
41765,104154.33
41766,110847.1
41767,116538.13
41768,121524.16
41769,117171.34
41770,117634.89
41771,105712.09
41772,121524.0
41773,112638.02
41774,121524.02
41775,106489.73
41776,108265.47
41777,110535.0
41778,121524.0
41779,115339.89
41780,110101.46
41781,115923.23
41782,117171.47
41783,116338.66
41784,115092.0
41785,121524.02
41786,121524.01
41787,110543.25
41788,117162.65
41789,122033.39
41790,121524.02
41791,115530.0
41792,121524.02
41793,135691.93
41794,116538.15
41795,116507.87
41796,112715.11
41797,121827.81
41798,100699.2
41799,121524.0
41800,121524.01
41801,121659.6
41802,117171.4
41803,107458.02
41804,113100.45
41805,114810.22
41806,117171.0
41807,121514.92
41808,108922.94
41809,114075.08
41810,88374.01
41811,75452.0
41812,97729.79
41813,120363.69
41814,121524.04
41815,116538.16
41816,119108.59
41817,116538.18
41818,101126.88
41819,111571.05
41820,117171.44
41821,111236.9
41822,121524.0
41823,116559.04
41824,116210.68
41825,103297.29
41826,114879.14
41827,101088.0
41828,115092.05
41829,110847.13
41830,116386.68
41831,109976.68
41832,116532.56
41833,116439.87
41834,88306.38
41835,110535.02
41836,107887.3
41837,112549.73
41838,105570.6
41839,109409.58
41840,103220.01
41841,113241.67
41842,82827.4
41843,114661.37
41844,101801.85
41845,121086.83
41846,107508.89
41847,114068.71
41848,116111.85
41849,109791.14
41850,114814.15
41851,115372.53
41852,127142.22
41853,88374.0
41854,115690.61
41855,104404.0
41856,121524.02
41857,99054.63
41858,114887.61
41859,101088.0
41860,109724.68
41861,117171.44
41862,117171.45
41863,79221.99
41864,106225.61
41865,121524.01
41866,115065.73
41867,121293.06
41868,109849.11
41869,115947.0
41870,117171.44
41871,107281.46
41872,117171.44
41873,107858.06
41874,106720.46
41875,117171.28
41876,110535.02
41877,115830.04
41878,115530.0
41879,117654.27
41880,115947.0
41881,117162.69
41882,101640.34
41883,75699.24
41884,98264.0
41885,79221.99
41886,83546.57
41887,110799.04
41888,114887.77
41889,117162.68
41890,78292.13
41891,117171.47
41892,117171.4
41893,89106.6
41894,116096.85
41895,100186.76
41896,84466.15
41897,113445.21
41898,88402.32
41899,105409.4
41900,109440.98
41901,114879.15
41902,108640.16
41903,69730.67
41904,117162.66
41905,115857.68
41906,115568.06
41907,99190.02
41908,117068.74
41909,92777.79
41910,114887.76
41911,114988.35
41912,110170.7
41913,114887.76
41914,101470.2
41915,108391.37
41916,108095.0
41917,98263.3
41918,117162.69
41919,108691.24
41920,113580.79
41921,108843.88
41922,120874.09
41923,109783.84
41924,117105.52
41925,118586.24
41926,107075.0
41927,114887.76
41928,88374.02
41929,117171.43
41930,74244.23
41931,115738.06
41932,82351.58
41933,79222.0
41934,111752.94
41935,67282.27
41936,118586.02
41937,114887.75
41938,74244.2
41939,111436.04
41940,114887.75
41941,67868.85
41942,107905.11
41943,118586.02
41944,97788.61
41945,112591.14
41946,107617.92
41947,113076.61
41948,105145.21
41949,99069.79
41950,113076.64
41951,92278.2
41952,108548.5
41953,110847.13
41954,115866.7
41955,109260.75
41956,88374.0
41957,118352.14
41958,111570.01
41959,117171.43
41960,109503.38
41961,115946.5
41962,108640.13
41963,118586.02
41964,115747.23
41965,79222.0
41966,68528.29
41967,110858.85
41968,110535.03
41969,114966.69
41970,79341.54
41971,119437.82
41972,114252.24
41973,117171.42
41974,106539.45
41975,93712.21
41976,117162.71
41977,107858.08
41978,114313.41
41979,110046.07
41980,113776.35
41981,104521.85
41982,117171.46
41983,117171.34
41984,107456.82
41985,120780.8
41986,120341.09
41987,109079.64
41988,79336.25
41989,110799.08
41990,118586.01
41991,100436.24
41992,113344.36
41993,109737.18
41994,109783.86
41995,112857.79
41996,104331.3
41997,113297.04
41998,112385.54
41999,110526.76
42000,99023.41
42001,88374.0
42002,108702.3
42003,120192.01
42004,109730.14
42005,107858.06
42006,107858.0
42007,117162.65
42008,104153.15
42009,119556.9
42010,117162.68
42011,80369.73
42012,116538.12
42013,80825.71
42014,100401.39
42015,117171.43
42016,110501.14
42017,110769.21
42018,117162.7
42019,118586.08
42020,109972.49
42021,97666.99
42022,71855.26
42023,115092.0
42024,113408.5
42025,101088.0
42026,115947.05
42027,117171.09
42028,110535.0
42029,94440.0
42030,111517.23
42031,88374.02
42032,98198.78
42033,99131.4
42034,107858.01
42035,79222.0
42036,117162.69
42037,117174.87
42038,120129.38
42039,107858.01
42040,79222.0
42041,106686.07
42042,88374.02
42043,86778.42
42044,96320.67
42045,110526.75
42046,119612.92
42047,87274.76
42048,109692.53
42049,117162.72
42050,110526.75
